brand,model,horsepower,cylinders,displacement,weight,acceleration,model year,origin,power_to_weight,car_age,hp_per_cylinder
Volkswagen,Beetle Convertible,210.0,4.0,200,3000,15,80,1,0.07,1946,52.5
Volkswagen,Beetle Convertible,170.0,5.0,200,3000,15,80,1,0.056666666666666664,1946,34.0
Volkswagen,Beetle Convertible,140.0,4.0,200,3000,15,80,1,0.04666666666666667,1946,35.0
Volkswagen,Beetle Convertible,150.0,4.0,200,3000,15,80,1,0.05,1946,37.5
Volkswagen,Beetle,150.0,4.0,200,3000,15,80,1,0.05,1946,37.5
Volkswagen,Beetle,210.0,4.0,200,3000,15,80,1,0.07,1946,52.5
Volkswagen,Beetle,170.0,4.0,200,3000,15,80,1,0.056666666666666664,1946,42.5
Chevrolet,Beretta,170.0,4.0,200,3000,15,80,1,0.056666666666666664,1946,42.5
Chevrolet,Beretta,120.0,4.0,200,3000,15,80,1,0.04,1946,30.0
Chevrolet,Beretta,160.0,6.0,200,3000,15,80,1,0.05333333333333334,1946,26.666666666666668
Chevrolet,Beretta,155.0,6.0,200,3000,15,80,1,0.051666666666666666,1946,25.833333333333332
Chevrolet,Black Diamond Avalanche,320.0,8.0,200,3000,15,80,1,0.10666666666666667,1946,40.0
Lincoln,Blackwood,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Chevrolet,Blazer,190.0,6.0,200,3000,15,80,1,0.06333333333333334,1946,31.666666666666668
Pontiac,Bonneville,205.0,6.0,200,3000,15,80,1,0.06833333333333333,1946,34.166666666666664
Pontiac,Bonneville,240.0,6.0,200,3000,15,80,1,0.08,1946,40.0
Pontiac,Bonneville,275.0,8.0,200,3000,15,80,1,0.09166666666666666,1946,34.375
Kia,Borrego,337.0,8.0,200,3000,15,80,1,0.11233333333333333,1946,42.125
Kia,Borrego,276.0,6.0,200,3000,15,80,1,0.092,1946,46.0
Porsche,Boxster,315.0,6.0,200,3000,15,80,1,0.105,1946,52.5
Porsche,Boxster,265.0,6.0,200,3000,15,80,1,0.08833333333333333,1946,44.166666666666664
Porsche,Boxster,330.0,6.0,200,3000,15,80,1,0.11,1946,55.0
Oldsmobile,Bravada,270.0,6.0,200,3000,15,80,1,0.09,1946,45.0
Oldsmobile,Bravada,275.0,6.0,200,3000,15,80,1,0.09166666666666666,1946,45.833333333333336
Plymouth,Breeze,132.0,4.0,200,3000,15,80,1,0.044,1946,33.0
Ford,Bronco II,140.0,6.0,200,3000,15,80,1,0.04666666666666667,1946,23.333333333333332
Ford,Bronco,185.0,8.0,200,3000,15,80,1,0.06166666666666667,1946,23.125
Ford,Bronco,205.0,8.0,200,3000,15,80,1,0.06833333333333333,1946,25.625
Ford,Bronco,199.0,8.0,200,3000,15,80,1,0.06633333333333333,1946,24.875
Bentley,Brooklands,530.0,8.0,200,3000,15,80,1,0.17666666666666667,1946,66.25
Cadillac,Brougham,140.0,8.0,200,3000,15,80,1,0.04666666666666667,1946,17.5
Cadillac,Brougham,170.0,8.0,200,3000,15,80,1,0.056666666666666664,1946,21.25
Subaru,BRZ,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Subaru,BRZ,205.0,4.0,200,3000,15,80,1,0.06833333333333333,1946,51.25
Mercedes-Benz,C-Class,241.0,4.0,200,3000,15,80,1,0.08033333333333334,1946,60.25
Mercedes-Benz,C-Class,302.0,6.0,200,3000,15,80,1,0.10066666666666667,1946,50.333333333333336
Mercedes-Benz,C-Class,451.0,8.0,200,3000,15,80,1,0.15033333333333335,1946,56.375
Mercedes-Benz,C-Class,329.0,6.0,200,3000,15,80,1,0.10966666666666666,1946,54.833333333333336
Mercedes-Benz,C-Class,503.0,8.0,200,3000,15,80,1,0.16766666666666666,1946,62.875
Mercedes-Benz,C-Class,469.0,8.0,200,3000,15,80,1,0.15633333333333332,1946,58.625
Mercedes-Benz,C-Class,201.0,4.0,200,3000,15,80,1,0.067,1946,50.25
Mercedes-Benz,C-Class,362.0,6.0,200,3000,15,80,1,0.12066666666666667,1946,60.333333333333336
Ford,C-Max Hybrid,188.0,4.0,200,3000,15,80,1,0.06266666666666666,1946,47.0
Volvo,C30,227.0,5.0,200,3000,15,80,1,0.07566666666666666,1946,45.4
Mercedes-Benz,C36 AMG,268.0,6.0,200,3000,15,80,1,0.08933333333333333,1946,44.666666666666664
Mercedes-Benz,C36 AMG,276.0,6.0,200,3000,15,80,1,0.092,1946,46.0
Mercedes-Benz,C43 AMG,302.0,8.0,200,3000,15,80,1,0.10066666666666667,1946,37.75
Volvo,C70,227.0,5.0,200,3000,15,80,1,0.07566666666666666,1946,45.4
Spyker,C8,400.0,8.0,200,3000,15,80,1,0.13333333333333333,1946,50.0
Audi,Cabriolet,172.0,6.0,200,3000,15,80,1,0.05733333333333333,1946,28.666666666666668
Volkswagen,Cabriolet,94.0,4.0,200,3000,15,80,1,0.03133333333333333,1946,23.5
Volkswagen,Cabrio,115.0,4.0,200,3000,15,80,1,0.03833333333333333,1946,28.75
Kia,Cadenza,293.0,6.0,200,3000,15,80,1,0.09766666666666667,1946,48.833333333333336
Kia,Cadenza,290.0,6.0,200,3000,15,80,1,0.09666666666666666,1946,48.333333333333336
Dodge,Caliber,158.0,4.0,200,3000,15,80,1,0.05266666666666667,1946,39.5
Dodge,Caliber,172.0,4.0,200,3000,15,80,1,0.05733333333333333,1946,43.0
Ferrari,California T,553.0,8.0,200,3000,15,80,1,0.18433333333333332,1946,69.125
Ferrari,California,453.0,8.0,200,3000,15,80,1,0.151,1946,56.625
Ferrari,California,483.0,8.0,200,3000,15,80,1,0.161,1946,60.375
Chevrolet,Camaro,323.0,6.0,200,3000,15,80,1,0.10766666666666666,1946,53.833333333333336
Chevrolet,Camaro,580.0,8.0,200,3000,15,80,1,0.19333333333333333,1946,72.5
Chevrolet,Camaro,426.0,8.0,200,3000,15,80,1,0.142,1946,53.25
Chevrolet,Camaro,505.0,8.0,200,3000,15,80,1,0.16833333333333333,1946,63.125
Chevrolet,Camaro,455.0,8.0,200,3000,15,80,1,0.15166666666666667,1946,56.875
Chevrolet,Camaro,275.0,4.0,200,3000,15,80,1,0.09166666666666666,1946,68.75
Chevrolet,Camaro,650.0,8.0,200,3000,15,80,1,0.21666666666666667,1946,81.25
Toyota,Camry Hybrid,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Toyota,Camry Solara,157.0,4.0,200,3000,15,80,1,0.052333333333333336,1946,39.25
Toyota,Camry Solara,225.0,6.0,200,3000,15,80,1,0.075,1946,37.5
Toyota,Camry Solara,155.0,4.0,200,3000,15,80,1,0.051666666666666666,1946,38.75
Toyota,Camry Solara,210.0,6.0,200,3000,15,80,1,0.07,1946,35.0
Toyota,Camry,178.0,4.0,200,3000,15,80,1,0.059333333333333335,1946,44.5
Toyota,Camry,268.0,6.0,200,3000,15,80,1,0.08933333333333333,1946,44.666666666666664
GMC,Canyon,185.0,4.0,200,3000,15,80,1,0.06166666666666667,1946,46.25
GMC,Canyon,242.0,5.0,200,3000,15,80,1,0.08066666666666666,1946,48.4
GMC,Canyon,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
GMC,Canyon,305.0,6.0,200,3000,15,80,1,0.10166666666666667,1946,50.833333333333336
Chevrolet,Caprice,260.0,8.0,200,3000,15,80,1,0.08666666666666667,1946,32.5
Chevrolet,Caprice,200.0,8.0,200,3000,15,80,1,0.06666666666666667,1946,25.0
Chevrolet,Captiva Sport,180.0,4.0,200,3000,15,80,1,0.06,1946,45.0
Dodge,Caravan,150.0,4.0,200,3000,15,80,1,0.05,1946,37.5
Dodge,Caravan,180.0,6.0,200,3000,15,80,1,0.06,1946,30.0
Dodge,Caravan,170.0,6.0,200,3000,15,80,1,0.056666666666666664,1946,28.333333333333332
Porsche,Carrera GT,605.0,10.0,200,3000,15,80,1,0.20166666666666666,1946,60.5
Buick,Cascada,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Cadillac,Catera,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Chevrolet,Cavalier,140.0,4.0,200,3000,15,80,1,0.04666666666666667,1946,35.0
Porsche,Cayenne,420.0,6.0,200,3000,15,80,1,0.14,1946,70.0
Porsche,Cayenne,520.0,8.0,200,3000,15,80,1,0.17333333333333334,1946,65.0
Porsche,Cayenne,240.0,6.0,200,3000,15,80,1,0.08,1946,40.0
Porsche,Cayenne,440.0,6.0,200,3000,15,80,1,0.14666666666666667,1946,73.33333333333333
Porsche,Cayenne,300.0,6.0,200,3000,15,80,1,0.1,1946,50.0
Porsche,Cayenne,570.0,8.0,200,3000,15,80,1,0.19,1946,71.25
Porsche,Cayman S,295.0,6.0,200,3000,15,80,1,0.09833333333333333,1946,49.166666666666664
Porsche,Cayman,275.0,6.0,200,3000,15,80,1,0.09166666666666666,1946,45.833333333333336
Porsche,Cayman,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Porsche,Cayman,340.0,6.0,200,3000,15,80,1,0.11333333333333333,1946,56.666666666666664
Volkswagen,CC,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Volkswagen,CC,280.0,6.0,200,3000,15,80,1,0.09333333333333334,1946,46.666666666666664
Chevrolet,Celebrity,135.0,6.0,200,3000,15,80,1,0.045,1946,22.5
Chevrolet,Celebrity,110.0,4.0,200,3000,15,80,1,0.03666666666666667,1946,27.5
Toyota,Celica,140.0,4.0,200,3000,15,80,1,0.04666666666666667,1946,35.0
Toyota,Celica,180.0,4.0,200,3000,15,80,1,0.06,1946,45.0
Buick,Century,175.0,6.0,200,3000,15,80,1,0.058333333333333334,1946,29.166666666666668
Dodge,Challenger,375.0,8.0,200,3000,15,80,1,0.125,1946,46.875
Dodge,Challenger,485.0,8.0,200,3000,15,80,1,0.16166666666666665,1946,60.625
Dodge,Challenger,305.0,6.0,200,3000,15,80,1,0.10166666666666667,1946,50.833333333333336
Dodge,Challenger,707.0,8.0,200,3000,15,80,1,0.23566666666666666,1946,88.375
Dodge,Charger,485.0,8.0,200,3000,15,80,1,0.16166666666666665,1946,60.625
Dodge,Charger,707.0,8.0,200,3000,15,80,1,0.23566666666666666,1946,88.375
Dodge,Charger,370.0,8.0,200,3000,15,80,1,0.12333333333333334,1946,46.25
Dodge,Charger,292.0,6.0,200,3000,15,80,1,0.09733333333333333,1946,48.666666666666664
Chevrolet,Chevy Van,195.0,6.0,200,3000,15,80,1,0.065,1946,32.5
Chevrolet,Chevy Van,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Oldsmobile,Ciera,160.0,6.0,200,3000,15,80,1,0.05333333333333334,1946,26.666666666666668
Oldsmobile,Ciera,120.0,4.0,200,3000,15,80,1,0.04,1946,30.0
Chrysler,Cirrus,168.0,6.0,200,3000,15,80,1,0.056,1946,28.0
Chevrolet,City Express,131.0,4.0,200,3000,15,80,1,0.043666666666666666,1946,32.75
Honda,Civic CRX,62.0,4.0,200,3000,15,80,1,0.020666666666666667,1946,15.5
Honda,Civic CRX,108.0,4.0,200,3000,15,80,1,0.036,1946,27.0
Honda,Civic CRX,92.0,4.0,200,3000,15,80,1,0.030666666666666665,1946,23.0
Honda,Civic del Sol,102.0,4.0,200,3000,15,80,1,0.034,1946,25.5
Honda,Civic del Sol,125.0,4.0,200,3000,15,80,1,0.041666666666666664,1946,31.25
Honda,Civic del Sol,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Honda,Civic del Sol,106.0,4.0,200,3000,15,80,1,0.035333333333333335,1946,26.5
Honda,Civic del Sol,127.0,4.0,200,3000,15,80,1,0.042333333333333334,1946,31.75
Honda,Civic,143.0,4.0,200,3000,15,80,1,0.04766666666666667,1946,35.75
Honda,Civic,205.0,4.0,200,3000,15,80,1,0.06833333333333333,1946,51.25
Honda,Civic,110.0,4.0,200,3000,15,80,1,0.03666666666666667,1946,27.5
Honda,Civic,174.0,4.0,200,3000,15,80,1,0.058,1946,43.5
Honda,Civic,158.0,4.0,200,3000,15,80,1,0.05266666666666667,1946,39.5
Honda,Civic,180.0,4.0,200,3000,15,80,1,0.06,1946,45.0
Chevrolet,C/K 1500 Series,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Chevrolet,C/K 1500 Series,230.0,8.0,200,3000,15,80,1,0.07666666666666666,1946,28.75
Chevrolet,C/K 2500 Series,230.0,8.0,200,3000,15,80,1,0.07666666666666666,1946,28.75
Chevrolet,C/K 2500 Series,255.0,8.0,200,3000,15,80,1,0.085,1946,31.875
Mercedes-Benz,CL-Class,621.0,12.0,200,3000,15,80,1,0.207,1946,51.75
Mercedes-Benz,CL-Class,510.0,12.0,200,3000,15,80,1,0.17,1946,42.5
Mercedes-Benz,CL-Class,429.0,8.0,200,3000,15,80,1,0.143,1946,53.625
Mercedes-Benz,CL-Class,536.0,8.0,200,3000,15,80,1,0.17866666666666667,1946,67.0
Mercedes-Benz,CLA-Class,208.0,4.0,200,3000,15,80,1,0.06933333333333333,1946,52.0
Mercedes-Benz,CLA-Class,355.0,4.0,200,3000,15,80,1,0.11833333333333333,1946,88.75
Mercedes-Benz,CLA-Class,375.0,4.0,200,3000,15,80,1,0.125,1946,93.75
Acura,CL,225.0,6.0,200,3000,15,80,1,0.075,1946,37.5
Acura,CL,260.0,6.0,200,3000,15,80,1,0.08666666666666667,1946,43.333333333333336
Chevrolet,Classic,140.0,4.0,200,3000,15,80,1,0.04666666666666667,1946,35.0
Mercedes-Benz,CLK-Class,268.0,6.0,200,3000,15,80,1,0.08933333333333333,1946,44.666666666666664
Mercedes-Benz,CLK-Class,475.0,8.0,200,3000,15,80,1,0.15833333333333333,1946,59.375
Mercedes-Benz,CLK-Class,382.0,8.0,200,3000,15,80,1,0.12733333333333333,1946,47.75
Mercedes-Benz,CLK-Class,500.0,8.0,200,3000,15,80,1,0.16666666666666666,1946,62.5
Mercedes-Benz,CLS-Class,402.0,8.0,200,3000,15,80,1,0.134,1946,50.25
Mercedes-Benz,CLS-Class,577.0,8.0,200,3000,15,80,1,0.19233333333333333,1946,72.125
Mercedes-Benz,CLS-Class,329.0,6.0,200,3000,15,80,1,0.10966666666666666,1946,54.833333333333336
Chevrolet,Cobalt,148.0,4.0,200,3000,15,80,1,0.04933333333333333,1946,37.0
Chevrolet,Cobalt,260.0,4.0,200,3000,15,80,1,0.08666666666666667,1946,65.0
Chevrolet,Cobalt,173.0,4.0,200,3000,15,80,1,0.057666666666666665,1946,43.25
Chevrolet,Cobalt,155.0,4.0,200,3000,15,80,1,0.051666666666666666,1946,38.75
Chevrolet,Colorado,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Chevrolet,Colorado,242.0,5.0,200,3000,15,80,1,0.08066666666666666,1946,48.4
Chevrolet,Colorado,185.0,4.0,200,3000,15,80,1,0.06166666666666667,1946,46.25
Chevrolet,Colorado,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Chevrolet,Colorado,305.0,6.0,200,3000,15,80,1,0.10166666666666667,1946,50.833333333333336
Dodge,Colt,92.0,4.0,200,3000,15,80,1,0.030666666666666665,1946,23.0
Dodge,Colt,113.0,4.0,200,3000,15,80,1,0.03766666666666667,1946,28.25
Plymouth,Colt,113.0,4.0,200,3000,15,80,1,0.03766666666666667,1946,28.25
Plymouth,Colt,92.0,4.0,200,3000,15,80,1,0.030666666666666665,1946,23.0
Plymouth,Colt,136.0,4.0,200,3000,15,80,1,0.04533333333333334,1946,34.0
Chrysler,Concorde,234.0,6.0,200,3000,15,80,1,0.078,1946,39.0
Chrysler,Concorde,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Chrysler,Concorde,250.0,6.0,200,3000,15,80,1,0.08333333333333333,1946,41.666666666666664
Bentley,Continental Flying Spur Speed,600.0,12.0,200,3000,15,80,1,0.2,1946,50.0
Bentley,Continental Flying Spur,552.0,12.0,200,3000,15,80,1,0.184,1946,46.0
Bentley,Continental GT Speed Convertible,626.0,12.0,200,3000,15,80,1,0.20866666666666667,1946,52.166666666666664
Bentley,Continental GT Speed,600.0,12.0,200,3000,15,80,1,0.2,1946,50.0
Bentley,Continental GT Speed,616.0,12.0,200,3000,15,80,1,0.20533333333333334,1946,51.333333333333336
Bentley,Continental GT3-R,572.0,8.0,200,3000,15,80,1,0.19066666666666668,1946,71.5
Bentley,Continental GT,500.0,8.0,200,3000,15,80,1,0.16666666666666666,1946,62.5
Bentley,Continental GT,521.0,8.0,200,3000,15,80,1,0.17366666666666666,1946,65.125
Bentley,Continental GT,567.0,12.0,200,3000,15,80,1,0.189,1946,47.25
Bentley,Continental GT,626.0,12.0,200,3000,15,80,1,0.20866666666666667,1946,52.166666666666664
Bentley,Continental GT,582.0,12.0,200,3000,15,80,1,0.194,1946,48.5
Bentley,Continental GTC Speed,600.0,12.0,200,3000,15,80,1,0.2,1946,50.0
Bentley,Continental GTC,567.0,12.0,200,3000,15,80,1,0.189,1946,47.25
Bentley,Continental GTC,500.0,8.0,200,3000,15,80,1,0.16666666666666666,1946,62.5
Bentley,Continental GTC,521.0,8.0,200,3000,15,80,1,0.17366666666666666,1946,65.125
Bentley,Continental Supersports Convertible,621.0,12.0,200,3000,15,80,1,0.207,1946,51.75
Bentley,Continental Supersports,621.0,12.0,200,3000,15,80,1,0.207,1946,51.75
Bentley,Continental,420.0,8.0,200,3000,15,80,1,0.14,1946,52.5
Bentley,Continental,400.0,8.0,200,3000,15,80,1,0.13333333333333333,1946,50.0
Lincoln,Continental,275.0,8.0,200,3000,15,80,1,0.09166666666666666,1946,34.375
Lincoln,Continental,305.0,6.0,200,3000,15,80,1,0.10166666666666667,1946,50.833333333333336
Ford,Contour SVT,195.0,6.0,200,3000,15,80,1,0.065,1946,32.5
Ford,Contour SVT,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Ford,Contour,125.0,4.0,200,3000,15,80,1,0.041666666666666664,1946,31.25
Ford,Contour,170.0,6.0,200,3000,15,80,1,0.056666666666666664,1946,28.333333333333332
Rolls-Royce,Corniche,325.0,8.0,200,3000,15,80,1,0.10833333333333334,1946,40.625
Toyota,Corolla iM,137.0,4.0,200,3000,15,80,1,0.04566666666666667,1946,34.25
Toyota,Corolla,140.0,4.0,200,3000,15,80,1,0.04666666666666667,1946,35.0
Toyota,Corolla,132.0,4.0,200,3000,15,80,1,0.044,1946,33.0
Volkswagen,Corrado,158.0,4.0,200,3000,15,80,1,0.05266666666666667,1946,39.5
Volkswagen,Corrado,178.0,6.0,200,3000,15,80,1,0.059333333333333335,1946,29.666666666666668
Chevrolet,Corsica,120.0,4.0,200,3000,15,80,1,0.04,1946,30.0
Chevrolet,Corvette Stingray,455.0,8.0,200,3000,15,80,1,0.15166666666666667,1946,56.875
Chevrolet,Corvette,460.0,8.0,200,3000,15,80,1,0.15333333333333332,1946,57.5
Chevrolet,Corvette,650.0,8.0,200,3000,15,80,1,0.21666666666666667,1946,81.25
Chevrolet,Corvette,455.0,8.0,200,3000,15,80,1,0.15166666666666667,1946,56.875
Audi,Coupe,164.0,5.0,200,3000,15,80,1,0.05466666666666667,1946,32.8
Maserati,Coupe,390.0,8.0,200,3000,15,80,1,0.13,1946,48.75
Maserati,Coupe,385.0,8.0,200,3000,15,80,1,0.12833333333333333,1946,48.125
Volvo,Coupe,188.0,4.0,200,3000,15,80,1,0.06266666666666666,1946,47.0
Honda,CR-V,185.0,4.0,200,3000,15,80,1,0.06166666666666667,1946,46.25
Honda,CR-Z,130.0,4.0,200,3000,15,80,1,0.043333333333333335,1946,32.5
Toyota,Cressida,190.0,6.0,200,3000,15,80,1,0.06333333333333334,1946,31.666666666666668
Chrysler,Crossfire,215.0,6.0,200,3000,15,80,1,0.07166666666666667,1946,35.833333333333336
Chrysler,Crossfire,330.0,6.0,200,3000,15,80,1,0.11,1946,55.0
Honda,Crosstour,278.0,6.0,200,3000,15,80,1,0.09266666666666666,1946,46.333333333333336
Honda,Crosstour,192.0,4.0,200,3000,15,80,1,0.064,1946,48.0
Subaru,Crosstrek,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Subaru,Crosstrek,148.0,4.0,200,3000,15,80,1,0.04933333333333333,1946,37.0
Ford,Crown Victoria,224.0,8.0,200,3000,15,80,1,0.07466666666666667,1946,28.0
Ford,Crown Victoria,239.0,8.0,200,3000,15,80,1,0.07966666666666666,1946,29.875
Chevrolet,Cruze Limited,138.0,4.0,200,3000,15,80,1,0.046,1946,34.5
Chevrolet,Cruze,138.0,4.0,200,3000,15,80,1,0.046,1946,34.5
Chevrolet,Cruze,148.0,4.0,200,3000,15,80,1,0.04933333333333333,1946,37.0
Chevrolet,Cruze,153.0,4.0,200,3000,15,80,1,0.051,1946,38.25
Lexus,CT 200h,134.0,4.0,200,3000,15,80,1,0.04466666666666667,1946,33.5
Cadillac,CT6,265.0,4.0,200,3000,15,80,1,0.08833333333333333,1946,66.25
Cadillac,CT6,404.0,6.0,200,3000,15,80,1,0.13466666666666666,1946,67.33333333333333
Cadillac,CT6,335.0,6.0,200,3000,15,80,1,0.11166666666666666,1946,55.833333333333336
Cadillac,CTS Coupe,318.0,6.0,200,3000,15,80,1,0.106,1946,53.0
Cadillac,CTS-V Coupe,556.0,8.0,200,3000,15,80,1,0.18533333333333332,1946,69.5
Cadillac,CTS-V Wagon,556.0,8.0,200,3000,15,80,1,0.18533333333333332,1946,69.5
Cadillac,CTS-V,556.0,8.0,200,3000,15,80,1,0.18533333333333332,1946,69.5
Cadillac,CTS-V,640.0,8.0,200,3000,15,80,1,0.21333333333333335,1946,80.0
Cadillac,CTS Wagon,270.0,6.0,200,3000,15,80,1,0.09,1946,45.0
Cadillac,CTS Wagon,318.0,6.0,200,3000,15,80,1,0.106,1946,53.0
Cadillac,CTS,321.0,6.0,200,3000,15,80,1,0.107,1946,53.5
Cadillac,CTS,272.0,4.0,200,3000,15,80,1,0.09066666666666667,1946,68.0
Cadillac,CTS,420.0,6.0,200,3000,15,80,1,0.14,1946,70.0
Cadillac,CTS,335.0,6.0,200,3000,15,80,1,0.11166666666666666,1946,55.833333333333336
Cadillac,CTS,268.0,4.0,200,3000,15,80,1,0.08933333333333333,1946,67.0
Nissan,Cube,122.0,4.0,200,3000,15,80,1,0.04066666666666666,1946,30.5
Oldsmobile,Custom Cruiser,140.0,8.0,200,3000,15,80,1,0.04666666666666667,1946,17.5
Oldsmobile,Custom Cruiser,170.0,8.0,200,3000,15,80,1,0.056666666666666664,1946,21.25
Oldsmobile,Cutlass Calais,110.0,4.0,200,3000,15,80,1,0.03666666666666667,1946,27.5
Oldsmobile,Cutlass Calais,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Oldsmobile,Cutlass Calais,180.0,4.0,200,3000,15,80,1,0.06,1946,45.0
Oldsmobile,Cutlass Ciera,160.0,6.0,200,3000,15,80,1,0.05333333333333334,1946,26.666666666666668
Oldsmobile,Cutlass Ciera,110.0,4.0,200,3000,15,80,1,0.03666666666666667,1946,27.5
Oldsmobile,Cutlass Ciera,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Oldsmobile,Cutlass Ciera,120.0,4.0,200,3000,15,80,1,0.04,1946,30.0
Oldsmobile,Cutlass Ciera,120.0,6.0,200,3000,15,80,1,0.04,1946,20.0
Oldsmobile,Cutlass Supreme,160.0,6.0,200,3000,15,80,1,0.05333333333333334,1946,26.666666666666668
Oldsmobile,Cutlass,155.0,6.0,200,3000,15,80,1,0.051666666666666666,1946,25.833333333333332
Oldsmobile,Cutlass,150.0,6.0,200,3000,15,80,1,0.05,1946,25.0
Mazda,CX-3,146.0,4.0,200,3000,15,80,1,0.048666666666666664,1946,36.5
Mazda,CX-5,155.0,4.0,200,3000,15,80,1,0.051666666666666666,1946,38.75
Mazda,CX-5,184.0,4.0,200,3000,15,80,1,0.06133333333333333,1946,46.0
Mazda,CX-7,244.0,4.0,200,3000,15,80,1,0.08133333333333333,1946,61.0
Mazda,CX-7,161.0,4.0,200,3000,15,80,1,0.05366666666666667,1946,40.25
Mazda,CX-9,273.0,6.0,200,3000,15,80,1,0.091,1946,45.5
Mazda,CX-9,227.0,4.0,200,3000,15,80,1,0.07566666666666666,1946,56.75
Dodge,Dakota,210.0,6.0,200,3000,15,80,1,0.07,1946,35.0
Dodge,Dakota,302.0,8.0,200,3000,15,80,1,0.10066666666666667,1946,37.75
Dodge,Dart,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Dodge,Dart,184.0,4.0,200,3000,15,80,1,0.06133333333333333,1946,46.0
Rolls-Royce,Dawn,563.0,12.0,200,3000,15,80,1,0.18766666666666668,1946,46.916666666666664
Dodge,Daytona,152.0,4.0,200,3000,15,80,1,0.050666666666666665,1946,38.0
Dodge,Daytona,100.0,4.0,200,3000,15,80,1,0.03333333333333333,1946,25.0
Dodge,Daytona,141.0,6.0,200,3000,15,80,1,0.047,1946,23.5
Dodge,Daytona,224.0,4.0,200,3000,15,80,1,0.07466666666666667,1946,56.0
Aston Martin,DB7,420.0,12.0,200,3000,15,80,1,0.14,1946,35.0
Aston Martin,DB7,435.0,12.0,200,3000,15,80,1,0.145,1946,36.25
Aston Martin,DB9 GT,540.0,12.0,200,3000,15,80,1,0.18,1946,45.0
Aston Martin,DB9,510.0,12.0,200,3000,15,80,1,0.17,1946,42.5
Aston Martin,DBS,510.0,12.0,200,3000,15,80,1,0.17,1946,42.5
Land Rover,Defender,182.0,8.0,200,3000,15,80,1,0.06066666666666667,1946,22.75
Cadillac,DeVille,275.0,8.0,200,3000,15,80,1,0.09166666666666666,1946,34.375
Cadillac,DeVille,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Cadillac,DeVille,290.0,8.0,200,3000,15,80,1,0.09666666666666666,1946,36.25
Lamborghini,Diablo,550.0,12.0,200,3000,15,80,1,0.18333333333333332,1946,45.833333333333336
Mitsubishi,Diamante,205.0,6.0,200,3000,15,80,1,0.06833333333333333,1946,34.166666666666664
Mitsubishi,Diamante,210.0,6.0,200,3000,15,80,1,0.07,1946,35.0
Land Rover,Discovery Series II,188.0,8.0,200,3000,15,80,1,0.06266666666666666,1946,23.5
Land Rover,Discovery Sport,240.0,4.0,200,3000,15,80,1,0.08,1946,60.0
Land Rover,Discovery,217.0,8.0,200,3000,15,80,1,0.07233333333333333,1946,27.125
Cadillac,DTS,275.0,8.0,200,3000,15,80,1,0.09166666666666666,1946,34.375
Cadillac,DTS,292.0,8.0,200,3000,15,80,1,0.09733333333333333,1946,36.5
Dodge,Durango,290.0,6.0,200,3000,15,80,1,0.09666666666666666,1946,48.333333333333336
Dodge,Durango,360.0,8.0,200,3000,15,80,1,0.12,1946,45.0
Dodge,Durango,293.0,6.0,200,3000,15,80,1,0.09766666666666667,1946,48.833333333333336
Dodge,Durango,295.0,6.0,200,3000,15,80,1,0.09833333333333333,1946,49.166666666666664
Dodge,Dynasty,100.0,4.0,200,3000,15,80,1,0.03333333333333333,1946,25.0
Dodge,Dynasty,141.0,6.0,200,3000,15,80,1,0.047,1946,23.5
Ford,E-150,199.0,6.0,200,3000,15,80,1,0.06633333333333333,1946,33.166666666666664
Ford,E-150,145.0,6.0,200,3000,15,80,1,0.04833333333333333,1946,24.166666666666668
Ford,E-150,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Ford,E-250,199.0,6.0,200,3000,15,80,1,0.06633333333333333,1946,33.166666666666664
Ford,E-250,145.0,6.0,200,3000,15,80,1,0.04833333333333333,1946,24.166666666666668
Ford,E-250,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Ford,E-250,235.0,6.0,200,3000,15,80,1,0.07833333333333334,1946,39.166666666666664
